Food Name,Food Category,Nutrient,Amount per 100g,Safe Limit,Toxicity Limit,Unit,Associated NCD
Sardines,Fish & Seafood,Vitamin B6,1.67,1.3,100,mg,Nerve Damage
Sardines,Fish & Seafood,Vitamin D,3225.74,4000.0,10000,IU,Toxicity Symptoms
Sardines,Fish & Seafood,Vitamin K,145.3,120.0,500,mcg,Blood Clotting Issues
Sardines,Fish & Seafood,Vitamin B12,2.71,2.4,500,mcg,Neurological Issues
Sardines,Fish & Seafood,Omega-3,2.87,3.0,5,g,Blood Clot Issues
Sardines,Fish & Seafood,Sodium,2087.18,2300.0,3500,mg,Hypertension
Sardines,Fish & Seafood,Iron,24.05,18.0,45,mg,Liver Damage
Sardines,Fish & Seafood,Vitamin E,6.9,15.0,1000,mg,Bleeding Issues
Sardines,Fish & Seafood,Folic Acid,224.02,400.0,1000,mcg,Neurological Issues
Sardines,Fish & Seafood,Sugar,64.97,50.0,100,g,Diabetes
Sardines,Fish & Seafood,Fiber,12.32,30.0,50,g,Digestive Issues
Seaweed,Fish & Seafood,Potassium,1717.6,3500.0,4700,mg,Hyperkalemia
Seaweed,Fish & Seafood,Vitamin C,27.99,90.0,2000,mg,Gastrointestinal Issues
Seaweed,Fish & Seafood,Omega-3,4.18,3.0,5,g,Blood Clot Issues
Seaweed,Fish & Seafood,Manganese,0.61,2.3,11,mg,Neurological Problems
Seaweed,Fish & Seafood,Calcium,1100.58,1000.0,2500,mg,Kidney Stones
Seaweed,Fish & Seafood,Fiber,28.98,30.0,50,g,Digestive Issues
Seaweed,Fish & Seafood,Carbohydrates,202.69,250.0,400,g,Obesity
Sesame Seeds,Nuts & Seeds,Sugar,16.46,50.0,100,g,Diabetes
Sesame Seeds,Nuts & Seeds,Phosphorus,526.6,700.0,4000,mg,Bone Loss
Sesame Seeds,Nuts & Seeds,Protein,19.88,50.0,200,g,Kidney Damage
Sesame Seeds,Nuts & Seeds,Fat,101.2,70.0,100,g,Obesity
Sesame Seeds,Nuts & Seeds,Manganese,2.14,2.3,11,mg,Neurological Problems
Sesame Seeds,Nuts & Seeds,Selenium,62.89,55.0,400,mcg,Selenosis
Sesame Seeds,Nuts & Seeds,Omega-3,1.86,3.0,5,g,Blood Clot Issues
Shrimp,Fish & Seafood,Omega-3,2.28,3.0,5,g,Blood Clot Issues
Shrimp,Fish & Seafood,Vitamin C,58.29,90.0,2000,mg,Gastrointestinal Issues
Shrimp,Fish & Seafood,Fat,52.52,70.0,100,g,Obesity
Shrimp,Fish & Seafood,Vitamin K,64.2,120.0,500,mcg,Blood Clotting Issues
Shrimp,Fish & Seafood,Cholesterol,248.27,300.0,500,mg,Heart Disease
Shrimp,Fish & Seafood,Potassium,3781.51,3500.0,4700,mg,Hyperkalemia
Shrimp,Fish & Seafood,Selenium,74.42,55.0,400,mcg,Selenosis
Shrimp,Fish & Seafood,Calcium,816.34,1000.0,2500,mg,Kidney Stones
Shrimp,Fish & Seafood,Folic Acid,194.56,400.0,1000,mcg,Neurological Issues
Shrimp,Fish & Seafood,Vitamin B12,1.22,2.4,500,mcg,Neurological Issues
Shrimp,Fish & Seafood,Copper,0.76,0.9,10,mg,Liver Damage
Sorghum,Grains,Vitamin B12,2.27,2.4,500,mcg,Neurological Issues
Sorghum,Grains,Sodium,2269.21,2300.0,3500,mg,Hypertension
Sorghum,Grains,Fiber,12.96,30.0,50,g,Digestive Issues
Sorghum,Grains,Iron,17.17,18.0,45,mg,Liver Damage
Sorghum,Grains,Saturated Fat,9.83,20.0,50,g,Heart Disease
Sorghum,Grains,Vitamin D,4552.7,4000.0,10000,IU,Toxicity Symptoms
Sorghum,Grains,Vitamin C,106.11,90.0,2000,mg,Gastrointestinal Issues
Sorghum,Grains,Vitamin B6,1.35,1.3,100,mg,Nerve Damage
Soybeans,Legumes,Vitamin E,13.19,15.0,1000,mg,Bleeding Issues
Soybeans,Legumes,Calcium,900.4,1000.0,2500,mg,Kidney Stones
Soybeans,Legumes,Saturated Fat,17.81,20.0,50,g,Heart Disease
Soybeans,Legumes,Phosphorus,902.56,700.0,4000,mg,Bone Loss
Soybeans,Legumes,Iron,4.48,18.0,45,mg,Liver Damage
Soybeans,Legumes,Protein,14.05,50.0,200,g,Kidney Damage
Soybeans,Legumes,Sodium,1284.73,2300.0,3500,mg,Hypertension
Soybeans,Legumes,Cholesterol,255.74,300.0,500,mg,Heart Disease
Soybeans,Legumes,Vitamin K,79.76,120.0,500,mcg,Blood Clotting Issues
Soybeans,Legumes,Fat,31.02,70.0,100,g,Obesity
Spinach,Vegetable,Vitamin K,42.13,120.0,500,mcg,Blood Clotting Issues
Spinach,Vegetable,Saturated Fat,26.78,20.0,50,g,Heart Disease
Spinach,Vegetable,Vitamin D,2526.96,4000.0,10000,IU,Toxicity Symptoms
Spinach,Vegetable,Magnesium,246.71,400.0,1000,mg,Nerve Damage
Spinach,Vegetable,Folic Acid,363.36,400.0,1000,mcg,Neurological Issues
Spinach,Vegetable,Protein,41.1,50.0,200,g,Kidney Damage
Strawberry,Fruit,Vitamin C,43.59,90.0,2000,mg,Gastrointestinal Issues
Strawberry,Fruit,Fat,81.62,70.0,100,g,Obesity
Strawberry,Fruit,Zinc,3.63,11.0,40,mg,Immune Dysfunction
Strawberry,Fruit,Copper,0.73,0.9,10,mg,Liver Damage
Strawberry,Fruit,Carbohydrates,84.36,250.0,400,g,Obesity
Sugar,Beverages & Others,Fat,88.37,70.0,100,g,Obesity
Sugar,Beverages & Others,Fiber,6.77,30.0,50,g,Digestive Issues
Sugar,Beverages & Others,Magnesium,403.1,400.0,1000,mg,Nerve Damage
Sugar,Beverages & Others,Iron,22.98,18.0,45,mg,Liver Damage
Sugar,Beverages & Others,Vitamin K,178.3,120.0,500,mcg,Blood Clotting Issues
Sugar,Beverages & Others,Vitamin B6,1.3,1.3,100,mg,Nerve Damage
Sugar,Beverages & Others,Saturated Fat,6.87,20.0,50,g,Heart Disease
Sugar,Beverages & Others,Vitamin A,2288.91,3000.0,10000,IU,Liver Toxicity
Sugar,Beverages & Others,Omega-3,1.22,3.0,5,g,Blood Clot Issues
Sweet Potato,Root & Tubers,Vitamin K,61.39,120.0,500,mcg,Blood Clotting Issues
Sweet Potato,Root & Tubers,Vitamin D,925.0,4000.0,10000,IU,Toxicity Symptoms
Sweet Potato,Root & Tubers,Magnesium,172.73,400.0,1000,mg,Nerve Damage
Sweet Potato,Root & Tubers,Vitamin A,1374.01,3000.0,10000,IU,Liver Toxicity
Sweet Potato,Root & Tubers,Iron,24.08,18.0,45,mg,Liver Damage
Tofu,Legumes,Vitamin K,49.95,120.0,500,mcg,Blood Clotting Issues
Tofu,Legumes,Fiber,6.51,30.0,50,g,Digestive Issues
Tofu,Legumes,Sugar,41.52,50.0,100,g,Diabetes
Tofu,Legumes,Magnesium,201.16,400.0,1000,mg,Nerve Damage
Tofu,Legumes,Cholesterol,169.82,300.0,500,mg,Heart Disease
Tofu,Legumes,Potassium,1772.54,3500.0,4700,mg,Hyperkalemia
Tofu,Legumes,Phosphorus,876.13,700.0,4000,mg,Bone Loss
Tomato,Vegetable,Fiber,39.02,30.0,50,g,Digestive Issues
Tomato,Vegetable,Manganese,0.66,2.3,11,mg,Neurological Problems
Tomato,Vegetable,Iron,20.96,18.0,45,mg,Liver Damage
Tomato,Vegetable,Vitamin C,24.63,90.0,2000,mg,Gastrointestinal Issues
Tomato,Vegetable,Carbohydrates,106.74,250.0,400,g,Obesity
Tomato,Vegetable,Calcium,881.16,1000.0,2500,mg,Kidney Stones
Tomato,Vegetable,Vitamin A,996.17,3000.0,10000,IU,Liver Toxicity
Tomato,Vegetable,Potassium,3640.49,3500.0,4700,mg,Hyperkalemia
Tomato,Vegetable,Cholesterol,410.78,300.0,500,mg,Heart Disease
Tuna,Fish & Seafood,Zinc,13.41,11.0,40,mg,Immune Dysfunction
Tuna,Fish & Seafood,Sodium,3351.62,2300.0,3500,mg,Hypertension
Tuna,Fish & Seafood,Manganese,2.83,2.3,11,mg,Neurological Problems
Tuna,Fish & Seafood,Vitamin D,1177.74,4000.0,10000,IU,Toxicity Symptoms
Tuna,Fish & Seafood,Vitamin B6,0.56,1.3,100,mg,Nerve Damage
Tuna,Fish & Seafood,Protein,67.53,50.0,200,g,Kidney Damage
Tuna,Fish & Seafood,Copper,1.3,0.9,10,mg,Liver Damage
Tuna,Fish & Seafood,Potassium,3040.81,3500.0,4700,mg,Hyperkalemia
Tuna,Fish & Seafood,Saturated Fat,24.41,20.0,50,g,Heart Disease
Turkey,Meat,Vitamin E,18.3,15.0,1000,mg,Bleeding Issues
Turkey,Meat,Potassium,4501.33,3500.0,4700,mg,Hyperkalemia
Turkey,Meat,Magnesium,388.44,400.0,1000,mg,Nerve Damage
Turkey,Meat,Folic Acid,295.46,400.0,1000,mcg,Neurological Issues
Turkey,Meat,Carbohydrates,225.39,250.0,400,g,Obesity
Turkey,Meat,Protein,25.74,50.0,200,g,Kidney Damage
Turkey,Meat,Vitamin B6,0.98,1.3,100,mg,Nerve Damage
Turkey,Meat,Iron,25.04,18.0,45,mg,Liver Damage
Turmeric,Beverages & Others,Protein,25.66,50.0,200,g,Kidney Damage
Turmeric,Beverages & Others,Selenium,42.2,55.0,400,mcg,Selenosis
Turmeric,Beverages & Others,Sugar,43.37,50.0,100,g,Diabetes
Turmeric,Beverages & Others,Magnesium,96.91,400.0,1000,mg,Nerve Damage
Turmeric,Beverages & Others,Fiber,27.37,30.0,50,g,Digestive Issues
Turmeric,Beverages & Others,Carbohydrates,284.54,250.0,400,g,Obesity
Turmeric,Beverages & Others,Saturated Fat,5.99,20.0,50,g,Heart Disease
Turmeric,Beverages & Others,Cholesterol,390.5,300.0,500,mg,Heart Disease
Turmeric,Beverages & Others,Vitamin C,50.35,90.0,2000,mg,Gastrointestinal Issues
Turmeric,Beverages & Others,Zinc,13.87,11.0,40,mg,Immune Dysfunction
Turmeric,Beverages & Others,Folic Acid,393.53,400.0,1000,mcg,Neurological Issues
Turmeric,Beverages & Others,Calcium,463.51,1000.0,2500,mg,Kidney Stones
Walnuts,Nuts & Seeds,Iron,19.19,18.0,45,mg,Liver Damage
Walnuts,Nuts & Seeds,Vitamin B12,3.34,2.4,500,mcg,Neurological Issues
Walnuts,Nuts & Seeds,Omega-3,3.94,3.0,5,g,Blood Clot Issues
Walnuts,Nuts & Seeds,Phosphorus,805.98,700.0,4000,mg,Bone Loss
Walnuts,Nuts & Seeds,Potassium,4108.13,3500.0,4700,mg,Hyperkalemia
Walnuts,Nuts & Seeds,Vitamin K,142.24,120.0,500,mcg,Blood Clotting Issues
Walnuts,Nuts & Seeds,Carbohydrates,273.68,250.0,400,g,Obesity
Walnuts,Nuts & Seeds,Vitamin E,10.77,15.0,1000,mg,Bleeding Issues
Walnuts,Nuts & Seeds,Protein,66.26,50.0,200,g,Kidney Damage
Watermelon,Fruit,Omega-3,1.87,3.0,5,g,Blood Clot Issues
Watermelon,Fruit,Potassium,1673.32,3500.0,4700,mg,Hyperkalemia
Watermelon,Fruit,Copper,1.33,0.9,10,mg,Liver Damage
Watermelon,Fruit,Vitamin B6,1.63,1.3,100,mg,Nerve Damage
Watermelon,Fruit,Magnesium,417.13,400.0,1000,mg,Nerve Damage
Watermelon,Fruit,Calcium,1149.23,1000.0,2500,mg,Kidney Stones
Watermelon,Fruit,Carbohydrates,264.86,250.0,400,g,Obesity
Watermelon,Fruit,Sodium,1336.78,2300.0,3500,mg,Hypertension
Wheat,Grains,Calcium,1032.0,1000.0,2500,mg,Kidney Stones
Wheat,Grains,Vitamin C,43.35,90.0,2000,mg,Gastrointestinal Issues
Wheat,Grains,Fiber,12.36,30.0,50,g,Digestive Issues
Wheat,Grains,Sugar,54.48,50.0,100,g,Diabetes
Wheat,Grains,Manganese,0.96,2.3,11,mg,Neurological Problems
Wheat,Grains,Sodium,1996.23,2300.0,3500,mg,Hypertension
Wheat,Grains,Cholesterol,80.83,300.0,500,mg,Heart Disease
Wheat,Grains,Carbohydrates,185.98,250.0,400,g,Obesity
Wheat,Grains,Potassium,1793.81,3500.0,4700,mg,Hyperkalemia
Wheat,Grains,Vitamin D,5606.05,4000.0,10000,IU,Toxicity Symptoms
Wheat,Grains,Protein,65.76,50.0,200,g,Kidney Damage
Wheat,Grains,Fat,63.57,70.0,100,g,Obesity
Whey Protein,Dairy,Vitamin K,81.01,120.0,500,mcg,Blood Clotting Issues
Whey Protein,Dairy,Calcium,676.79,1000.0,2500,mg,Kidney Stones
Whey Protein,Dairy,Magnesium,279.44,400.0,1000,mg,Nerve Damage
Whey Protein,Dairy,Fiber,43.52,30.0,50,g,Digestive Issues
Whey Protein,Dairy,Phosphorus,517.2,700.0,4000,mg,Bone Loss
Whey Protein,Dairy,Vitamin B6,0.86,1.3,100,mg,Nerve Damage
Whey Protein,Dairy,Vitamin B12,2.17,2.4,500,mcg,Neurological Issues
Whey Protein,Dairy,Fat,59.94,70.0,100,g,Obesity
Whey Protein,Dairy,Sodium,1176.35,2300.0,3500,mg,Hypertension
White Rice,Grains,Omega-3,3.11,3.0,5,g,Blood Clot Issues
White Rice,Grains,Cholesterol,84.83,300.0,500,mg,Heart Disease
White Rice,Grains,Magnesium,581.09,400.0,1000,mg,Nerve Damage
White Rice,Grains,Manganese,2.57,2.3,11,mg,Neurological Problems
White Rice,Grains,Fiber,7.32,30.0,50,g,Digestive Issues
White Rice,Grains,Sodium,2427.49,2300.0,3500,mg,Hypertension
White Rice,Grains,Vitamin D,1664.61,4000.0,10000,IU,Toxicity Symptoms
Yam,Root & Tubers,Copper,0.68,0.9,10,mg,Liver Damage
Yam,Root & Tubers,Iron,6.05,18.0,45,mg,Liver Damage
Yogurt,Dairy,Vitamin D,2866.59,4000.0,10000,IU,Toxicity Symptoms
Yogurt,Dairy,Vitamin C,123.14,90.0,2000,mg,Gastrointestinal Issues
Yogurt,Dairy,Omega-3,0.87,3.0,5,g,Blood Clot Issues
Yogurt,Dairy,Vitamin K,59.73,120.0,500,mcg,Blood Clotting Issues
Yogurt,Dairy,Fiber,32.27,30.0,50,g,Digestive Issues
Yogurt,Dairy,Potassium,1870.77,3500.0,4700,mg,Hyperkalemia
Yogurt,Dairy,Selenium,59.06,55.0,400,mcg,Selenosis
Yogurt,Dairy,Magnesium,144.37,400.0,1000,mg,Nerve Damage
Yogurt,Dairy,Calcium,875.0,1000.0,2500,mg,Kidney Stones
Yogurt,Dairy,Fat,42.9,70.0,100,g,Obesity
Yogurt,Dairy,Vitamin B12,2.79,2.4,500,mcg,Neurological Issues
Yogurt,Dairy,Vitamin E,22.4,15.0,1000,mg,Bleeding Issues
Yogurt,Dairy,Vitamin B6,1.57,1.3,100,mg,Nerve Damage
Zucchini,Vegetable,Manganese,0.46,2.3,11,mg,Neurological Problems
Zucchini,Vegetable,Vitamin A,3573.78,3000.0,10000,IU,Liver Toxicity
Zucchini,Vegetable,Omega-3,3.18,3.0,5,g,Blood Clot Issues
Zucchini,Vegetable,Carbohydrates,155.86,250.0,400,g,Obesity
Zucchini,Vegetable,Vitamin C,27.93,90.0,2000,mg,Gastrointestinal Issues
Zucchini,Vegetable,Selenium,26.23,55.0,400,mcg,Selenosis
